"race","height","weight","speed","strength","dexterity","constitution","intelligence","wisdom","charisma"
"human",65,155,30,14,13,9,7,10,16
"human",62,128,30,19,13,11,15,19,14
"human",68,182,30,16,6,6,15,15,14
"human",61,120,30,13,15,15,17,9,14
"human",75,243,30,13,16,16,11,9,17
"human",75,148,30,18,14,14,12,8,8
"human",68,182,30,12,17,9,12,10,14
"human",67,143,30,11,18,12,12,13,10
"human",62,146,30,14,10,14,6,13,11
"human",68,194,30,16,13,18,12,12,12
"human",66,170,30,16,13,11,12,17,9
"human",71,200,30,14,16,15,13,16,13
"human",73,178,30,17,10,7,16,12,18
"human",69,162,30,8,11,15,11,12,13
"human",60,126,30,11,11,17,13,15,14
"human",61,120,30,13,11,14,10,15,13
"human",65,155,30,17,9,13,15,13,9
"human",66,160,30,12,12,12,10,9,11
"human",61,135,30,17,14,12,15,13,9
"human",72,206,30,15,10,18,11,17,11
"human",70,138,30,11,11,12,10,16,11
"human",62,122,30,14,13,18,12,14,17
"human",73,229,30,14,12,14,10,16,11
"human",71,200,30,11,13,15,9,12,11
"human",64,158,30,13,5,11,12,17,10
"human",64,174,30,15,14,12,13,17,19
"human",63,145,30,9,10,13,14,16,18
"human",73,229,30,9,17,13,15,9,18
"human",67,165,30,15,9,13,12,15,6
"human",65,164,30,16,15,12,16,12,16
"human",60,126,30,13,15,14,13,10,15
"human",75,205,30,13,7,17,7,13,11
"human",67,154,30,14,19,14,16,16,10
"human",64,166,30,16,13,15,18,9,14
"human",63,138,30,11,5,15,15,18,14
"human",68,194,30,14,16,15,12,14,9
"human",66,190,30,15,13,13,16,15,10
"human",62,146,30,14,15,15,10,10,13
"human",66,170,30,10,13,15,15,14,18
"human",64,174,30,14,9,15,11,16,14
"human",64,150,30,13,14,14,12,18,9
"human",71,185,30,12,16,14,8,14,16
"human",70,166,30,9,17,16,17,13,13
"human",62,134,30,13,15,12,15,11,13
"human",60,130,30,14,12,16,15,12,15
"human",66,150,30,18,18,9,9,16,12
"human",67,176,30,14,19,12,12,16,17
"human",68,194,30,12,16,17,15,15,16
"human",69,149,30,17,14,12,15,11,11
"human",75,148,30,15,10,16,17,17,15
"human",65,173,30,12,16,16,14,13,18
"human",65,164,30,15,16,17,12,13,16
"human",65,182,30,16,13,11,11,10,17
"human",66,150,30,14,15,12,19,16,11
"human",74,146,30,17,10,18,14,18,11
"human",72,174,30,10,13,13,16,13,10
"human",66,160,30,16,15,14,16,18,16
"human",64,142,30,12,12,11,16,15,17
"human",73,195,30,11,11,11,11,17,13
"human",69,214,30,10,12,15,14,14,14
"human",71,140,30,12,16,6,13,16,11
"human",72,222,30,15,11,9,13,14,14
"human",68,182,30,17,14,16,12,14,18
"human",69,201,30,16,10,14,8,9,15
"human",67,165,30,13,8,15,14,13,15
"human",62,146,30,14,15,17,7,10,16
"human",65,155,30,12,14,15,15,15,18
"human",67,154,30,19,16,17,10,16,8
"human",76,150,30,9,13,13,14,11,14
"human",62,146,30,16,11,15,12,11,15
"human",67,187,30,16,13,11,15,14,16
"human",65,182,30,13,12,8,7,15,18
"human",67,154,30,10,10,15,18,12,16
"human",66,160,30,13,14,10,14,7,12
"human",61,130,30,16,16,13,9,13,10
"human",59,125,30,17,16,9,16,16,9
"human",66,190,30,12,14,11,17,19,17
"human",63,145,30,15,11,14,18,9,15
"human",67,165,30,16,10,16,13,15,14
"human",67,187,30,11,19,9,15,7,15
"human",66,180,30,14,12,16,9,17,18
"human",70,194,30,11,13,11,16,14,13
"human",75,186,30,15,12,15,14,9,10
"human",73,246,30,16,16,11,13,13,16
"human",67,143,30,11,19,11,12,13,10
"human",74,236,30,12,9,19,16,19,15
"human",64,134,30,11,13,13,14,15,13
"human",68,158,30,9,13,14,11,16,16
"human",69,201,30,16,11,14,13,16,13
"human",64,134,30,16,13,13,13,18,14
"human",70,194,30,17,11,11,8,15,9
"human",66,130,30,16,11,7,10,9,10
"human",65,146,30,12,11,15,13,14,13
"human",65,164,30,12,16,13,11,9,9
"human",66,130,30,16,17,13,15,11,9
"human",59,122,30,11,10,16,16,13,14
"human",71,215,30,17,9,12,16,17,15
"human",69,201,30,15,15,12,14,18,11
"human",66,170,30,13,12,12,19,18,13
"human",64,150,30,18,16,12,11,15,12
"human",72,190,30,12,13,15,15,17,16
"human",69,136,30,12,17,15,13,13,12
"human",70,180,30,12,16,12,16,10,15
"human",67,165,30,10,14,11,13,11,10
"human",64,142,30,14,12,11,8,14,14
"human",68,182,30,17,11,13,15,12,10
"human",64,134,30,10,17,14,10,12,17
"human",66,160,30,11,6,12,14,9,13
"human",60,130,30,16,11,12,9,15,10
"human",69,188,30,15,14,14,7,18,16
"human",60,118,30,12,8,14,9,13,17
"human",67,187,30,15,12,13,12,11,12
"human",69,162,30,11,11,9,15,7,17
"human",70,166,30,16,12,17,9,13,9
"human",68,206,30,15,13,18,14,12,12
"human",65,173,30,18,13,17,17,13,11
"human",61,130,30,11,10,13,11,10,13
"human",70,180,30,14,8,11,14,14,16
"human",66,140,30,15,15,14,16,17,11
"human",73,229,30,10,11,6,14,18,11
"human",61,135,30,13,16,9,14,11,18
"human",69,162,30,12,10,6,10,13,11
"human",66,130,30,19,7,11,15,12,13
"human",59,125,30,8,12,14,14,9,15
"human",64,134,30,13,7,17,9,15,14
"human",65,128,30,9,9,13,15,14,18
"human",64,134,30,12,13,15,12,17,12
"human",69,201,30,15,14,6,15,10,16
"human",63,145,30,18,17,13,5,8,13
"human",65,146,30,7,19,10,13,9,13
"human",70,180,30,13,16,15,14,14,17
"human",61,125,30,11,15,10,16,12,15
"human",65,182,30,10,14,15,12,10,15
"human",63,131,30,11,14,14,16,9,16
"human",70,166,30,10,10,11,12,13,10
"human",68,170,30,11,16,11,9,15,12
"human",72,190,30,11,11,13,15,14,11
"human",61,125,30,16,15,17,11,14,12
"human",67,176,30,17,18,11,10,11,15
"human",64,158,30,15,14,15,16,10,12
"human",69,188,30,10,11,13,9,19,17
"human",59,128,30,15,14,12,13,13,12
"human",74,218,30,12,18,12,10,16,10
"human",65,155,30,16,15,17,11,13,14
"human",72,206,30,11,6,15,8,18,14
"human",60,138,30,13,13,12,12,13,13
"human",60,118,30,12,11,15,13,12,15
"human",67,187,30,13,13,11,15,14,17
"human",68,170,30,15,17,13,17,14,12
"human",65,155,30,18,13,13,9,18,16
"human",65,155,30,11,18,17,13,15,16
"human",62,122,30,19,18,10,16,12,16
"human",65,182,30,10,14,17,18,16,16
"human",63,152,30,16,16,15,12,10,16
"human",68,182,30,19,18,12,16,17,13
"human",67,154,30,14,17,12,14,14,19
"human",71,170,30,8,16,12,16,17,18
"human",71,185,30,12,10,15,10,13,16
"human",63,152,30,12,12,13,11,18,18
"human",75,205,30,15,17,11,16,15,12
"human",60,142,30,19,13,17,13,9,14
"human",74,218,30,14,10,11,12,17,16
"human",68,158,30,8,14,10,16,15,10
"human",68,158,30,15,10,18,14,17,12
"human",64,158,30,14,14,11,9,15,7
"human",68,170,30,16,9,10,15,14,11
"human",64,158,30,11,14,16,16,11,12
"human",67,154,30,11,19,15,13,15,9
"human",62,158,30,14,9,12,17,16,8
"human",69,162,30,13,7,10,16,16,19
"human",59,119,30,16,16,17,15,14,11
"human",64,134,30,16,11,12,18,13,11
"human",67,132,30,16,8,11,15,10,14
"human",70,152,30,15,13,18,13,18,14
"human",66,160,30,14,12,14,12,9,12
"human",68,134,30,16,7,7,13,9,10
"human",68,158,30,18,13,7,9,17,11
"human",70,166,30,14,12,15,11,18,9
"human",60,122,30,15,7,13,11,13,14
"human",67,165,30,18,12,19,11,14,16
"human",76,170,30,17,13,9,11,10,18
"human",65,155,30,13,10,12,11,11,15
"human",61,135,30,10,16,13,13,13,13
"human",69,162,30,11,11,14,8,12,12
"human",66,170,30,17,13,14,9,8,13
"human",62,128,30,17,14,15,10,13,10
"human",72,190,30,15,16,16,10,6,13
"human",66,150,30,10,15,15,10,16,16
"human",66,150,30,12,11,14,14,11,8
"human",72,174,30,13,12,12,13,12,19
"human",69,136,30,11,10,12,17,16,15
"human",66,160,30,13,16,9,18,12,14
"human",67,165,30,13,16,16,16,10,14
"human",63,145,30,15,16,16,15,14,14
"human",64,150,30,13,12,18,18,14,10
"human",63,145,30,16,15,11,9,16,13
"human",59,128,30,11,15,11,12,9,16
"human",65,182,30,15,7,14,11,16,14
"human",69,149,30,13,11,6,11,15,11
"human",67,176,30,12,14,19,13,11,17
"human",69,201,30,5,13,15,17,11,19
"human",63,159,30,17,11,13,12,5,9
"human",65,173,30,13,10,11,12,15,7
"human",69,201,30,18,11,13,15,17,19
"human",63,166,30,11,7,9,16,14,17
"human",60,130,30,16,16,15,13,17,15
"human",67,187,30,14,9,13,16,17,12
"human",73,195,30,8,15,9,11,10,13
"human",62,134,30,12,13,12,9,9,14
"human",74,236,30,15,12,17,15,12,16
"human",70,138,30,16,6,10,12,15,15
"human",73,161,30,16,12,11,13,10,11
"human",69,149,30,12,12,13,8,15,14
"human",73,195,30,13,11,16,10,12,16
"human",66,150,30,17,18,11,14,14,14
"human",63,138,30,7,15,11,11,16,14
"human",69,162,30,11,15,16,13,13,11
"human",64,142,30,11,10,14,13,14,12
"human",59,122,30,10,13,15,10,10,12
"human",64,142,30,13,13,16,13,11,11
"human",59,125,30,9,12,13,12,12,15
"human",75,262,30,15,15,16,14,15,9
"human",68,146,30,14,13,14,16,13,12
"human",73,178,30,13,14,11,15,16,13
"human",67,154,30,14,11,9,13,14,16
"human",65,164,30,13,11,15,17,7,18
"human",70,166,30,17,11,14,14,9,11
"human",59,125,30,15,17,15,12,13,16
"human",61,130,30,18,16,13,14,13,17
"human",72,190,30,16,17,17,8,16,15
"human",65,146,30,15,10,12,16,10,9
"human",61,145,30,11,13,18,10,14,10
"human",61,125,30,18,15,13,14,11,13
"human",74,200,30,13,10,18,13,13,13
"human",69,175,30,11,12,14,11,12,18
"human",65,155,30,12,9,15,15,17,10
"human",69,188,30,17,16,10,12,16,15
"human",64,158,30,9,14,11,12,17,18
"human",65,155,30,12,11,13,11,10,19
"human",72,190,30,12,16,6,16,15,9
"human",69,162,30,12,13,17,15,17,12
"human",69,214,30,15,16,10,14,10,8
"human",66,160,30,8,14,11,13,15,17
"human",67,143,30,15,15,18,11,15,16
"human",71,140,30,12,9,15,11,14,18
"human",65,173,30,15,12,11,16,13,11
"human",68,182,30,14,12,12,13,17,6
"human",75,148,30,13,13,17,14,13,17
"human",70,208,30,15,10,11,15,13,11
"human",72,174,30,15,12,14,15,12,15
"human",68,158,30,13,12,14,16,14,11
"human",65,155,30,13,14,13,17,15,11
"human",69,188,30,15,16,13,11,10,11
"human",61,145,30,13,11,14,13,15,15
"human",73,246,30,13,8,10,11,14,19
"human",65,182,30,11,13,11,16,14,13
"human",59,125,30,14,15,15,14,15,16
"human",70,194,30,19,14,16,14,15,13
"human",70,138,30,12,10,11,18,15,10
"human",66,150,30,14,13,13,11,16,11
"human",66,150,30,8,12,10,13,6,16
"human",68,170,30,15,16,15,11,9,16
"human",63,152,30,17,14,16,15,14,17
"human",64,166,30,14,10,16,11,12,10
"human",64,166,30,17,13,10,13,8,10
"human",73,195,30,13,13,16,16,14,9
"human",65,173,30,11,13,11,15,17,16
"human",61,135,30,15,17,12,10,11,15
"human",62,146,30,11,16,12,10,14,13
"human",68,158,30,18,18,11,17,13,15
"human",71,185,30,13,9,12,17,12,13
"human",64,142,30,14,11,12,14,11,9
"human",65,146,30,13,14,15,16,17,11
"human",63,145,30,15,11,11,14,12,18
"human",66,170,30,11,13,12,18,6,10
"human",63,166,30,15,13,15,14,14,11
"human",59,125,30,11,16,17,16,12,11
"human",63,145,30,16,11,16,10,11,13
"human",70,180,30,18,15,14,13,14,12
"human",67,187,30,13,10,13,16,12,14
"human",71,155,30,15,13,12,10,12,19
"human",63,159,30,8,15,17,14,14,15
"human",63,145,30,18,13,9,10,13,11
"human",74,254,30,13,16,11,11,6,15
"human",70,208,30,15,17,9,16,16,19
"human",67,132,30,11,9,16,17,9,9
"human",70,180,30,12,11,12,16,15,15
"human",69,175,30,10,14,13,15,9,16
"human",71,185,30,13,13,17,14,14,10
"human",58,120,30,15,12,15,17,17,5
"human",62,152,30,11,13,15,15,13,16
"human",71,230,30,18,16,8,13,14,17
"human",61,140,30,11,17,16,16,8,13
"human",64,150,30,17,10,10,14,11,13
"human",66,130,30,11,7,14,15,8,13
"human",73,178,30,8,12,11,14,18,11
"human",67,132,30,15,15,12,12,12,19
"human",63,131,30,9,13,13,17,16,14
"human",69,175,30,12,10,13,16,9,19
"human",71,215,30,11,17,11,14,17,8
"human",65,164,30,15,8,10,10,14,9
"human",67,187,30,10,10,16,14,16,15
"human",65,182,30,18,15,16,11,15,15
"human",72,142,30,8,10,14,11,14,13
"human",65,155,30,15,17,16,15,11,14
"human",68,170,30,17,15,14,6,14,16
"human",58,120,30,13,17,10,14,13,8
"human",63,145,30,7,15,10,17,17,11
"human",64,142,30,17,13,12,12,16,11
"human",66,140,30,9,8,12,13,13,14
"human",68,170,30,11,13,6,14,15,10
"human",62,152,30,8,13,6,12,11,14
"human",64,150,30,12,11,15,14,12,14
"human",69,149,30,12,15,8,16,13,16
"human",62,134,30,16,17,12,16,10,12
"human",63,145,30,15,16,8,10,13,11
"human",62,134,30,12,12,8,13,15,18
"human",67,176,30,15,14,10,9,12,8
"human",66,150,30,16,17,14,12,7,15
"human",66,180,30,17,12,15,16,14,14
"human",73,212,30,10,13,13,18,13,18
"human",72,222,30,9,17,16,12,9,17
"human",74,146,30,11,8,14,15,12,11
"human",62,146,30,14,17,14,15,15,14
"human",66,170,30,14,13,14,14,13,12
"human",69,175,30,13,9,14,15,11,16
"human",59,131,30,14,11,11,14,15,13
"human",68,194,30,10,15,15,16,11,8
"human",70,166,30,13,12,12,10,17,9
"human",69,149,30,16,11,17,12,14,14
"human",70,152,30,13,11,12,17,10,13
"human",76,170,30,12,16,8,10,14,15
"human",60,138,30,18,11,13,14,15,14
"human",62,152,30,12,9,9,17,13,16
"human",65,182,30,15,15,9,13,16,14
"human",66,180,30,8,15,13,13,11,15
"human",74,254,30,17,9,15,8,17,11
"human",68,170,30,15,11,14,8,14,17
"human",64,150,30,9,15,9,14,14,9
"human",68,182,30,11,10,14,15,9,13
"human",67,165,30,12,12,13,13,11,19
"human",62,140,30,16,14,13,16,16,10
"human",68,170,30,14,10,8,13,18,16
"human",68,170,30,17,11,14,12,14,12
"human",72,190,30,16,17,15,10,16,9
"human",66,170,30,8,13,12,16,15,14
"human",70,222,30,15,17,12,14,7,12
"human",66,160,30,14,19,12,14,17,14
"human",68,134,30,8,16,9,17,12,14
"human",72,158,30,14,15,11,11,15,13
"human",71,200,30,14,13,19,13,13,15
"human",69,149,30,10,16,8,19,17,12
"human",68,182,30,5,16,8,14,11,15
"human",72,190,30,15,19,10,12,7,11
"human",74,182,30,10,12,15,15,11,12
"human",74,254,30,11,16,11,7,15,11
"human",60,126,30,16,15,15,15,11,15
"human",67,165,30,14,12,16,15,12,14
"human",75,186,30,11,12,11,15,16,16
"human",72,158,30,13,13,12,16,14,14
"human",62,152,30,11,13,10,16,12,8
"human",58,114,30,17,11,16,16,17,12
"human",64,158,30,17,16,15,9,7,18
"human",70,138,30,16,14,14,10,15,19
"human",72,190,30,12,13,16,15,15,17
"human",69,149,30,18,16,15,13,14,14
"human",70,180,30,11,16,12,18,13,12
"human",63,131,30,14,13,19,19,11,14
"human",71,200,30,13,11,12,15,13,18
"human",63,124,30,16,16,11,10,14,16
"human",67,154,30,18,13,13,17,14,16
"human",70,194,30,17,10,11,14,12,16
"human",64,166,30,16,16,8,14,13,16
"human",70,180,30,15,17,10,16,10,17
"human",62,134,30,11,17,18,13,14,17
"human",67,165,30,14,13,10,13,7,11
"human",69,175,30,11,14,10,19,11,18
"human",62,134,30,16,13,12,8,11,15
"human",74,200,30,16,14,16,14,17,11
"human",65,164,30,14,13,14,11,19,13
"human",62,140,30,18,14,17,17,16,15
"human",66,150,30,15,18,13,16,15,8
"human",70,152,30,10,14,10,11,13,13
"human",69,201,30,13,17,16,13,15,13
"human",75,167,30,13,18,13,12,13,11
"human",69,201,30,7,7,13,12,12,13
"human",68,134,30,11,14,10,19,17,17
"human",65,137,30,12,12,16,13,13,11
"human",70,194,30,15,14,13,5,15,16
"human",69,175,30,14,15,10,11,15,12
"human",63,159,30,16,15,15,15,10,12
"human",66,190,30,16,12,11,16,13,7
"human",70,180,30,10,14,13,12,14,13
"human",72,238,30,14,18,16,11,16,7
"human",72,174,30,16,13,8,15,18,11
"human",62,134,30,15,16,12,13,14,9
"human",69,175,30,15,18,10,9,15,12
"human",70,180,30,11,15,16,9,11,10
"human",70,138,30,10,18,16,10,9,9
"human",66,150,30,13,12,18,16,16,14
"human",63,138,30,15,11,14,12,14,11
"human",71,185,30,14,15,15,6,11,15
"human",61,140,30,14,14,14,9,13,19
"human",65,155,30,14,17,11,14,10,14
"human",70,166,30,13,5,14,12,10,10
"human",70,180,30,11,13,13,16,15,10
"human",72,190,30,17,13,19,10,14,10
"human",65,137,30,8,10,15,11,15,15
"human",60,118,30,13,18,17,13,18,17
"human",68,194,30,14,16,13,17,15,9
"human",63,159,30,13,14,12,12,14,13
"human",60,130,30,18,13,19,10,15,8
"human",66,150,30,17,15,14,12,14,13
"human",66,130,30,9,11,13,10,11,10
"human",73,161,30,7,16,14,9,8,15
"human",69,162,30,14,9,11,14,11,13
"human",67,154,30,16,11,11,15,12,14
"human",62,140,30,15,14,14,11,11,11
"human",66,190,30,12,16,13,9,16,12
"human",58,122,30,12,18,14,13,15,14
"human",72,206,30,14,14,15,11,11,13
"human",70,194,30,10,14,18,12,12,13
"human",76,190,30,12,12,10,12,7,13
"human",72,190,30,13,13,12,15,13,8
"human",69,162,30,16,11,12,12,19,9
"human",69,214,30,15,15,10,17,15,11
"human",64,150,30,13,16,12,13,16,15
"human",65,137,30,16,14,14,19,16,11
"human",68,170,30,11,12,11,14,10,16
"human",74,218,30,9,14,17,7,15,12
"human",65,137,30,14,11,12,11,18,7
"human",63,152,30,13,12,10,15,12,13
"human",76,150,30,13,9,10,12,10,14
"human",72,174,30,13,19,13,14,12,15
"human",69,136,30,15,18,14,14,17,16
"human",66,170,30,13,13,12,12,14,8
"human",61,150,30,16,16,17,14,12,15
"human",64,158,30,15,13,19,12,13,16
"human",72,190,30,15,16,12,14,11,11
"human",70,208,30,13,11,16,14,16,14
"human",64,150,30,11,16,17,10,11,12
"human",75,224,30,15,13,13,6,14,9
"human",66,130,30,16,15,15,10,7,13
"human",61,135,30,8,14,16,14,18,14
"human",73,161,30,14,10,14,15,17,15
"human",62,134,30,13,15,15,16,14,11
"human",64,142,30,6,16,11,15,13,18
"human",68,170,30,14,14,13,15,19,18
"human",70,166,30,14,12,17,9,12,11
"human",63,138,30,14,15,10,9,17,14
"human",64,150,30,15,12,11,12,17,12
"human",64,142,30,10,10,9,12,16,13
"human",70,180,30,14,17,6,12,16,13
"human",70,180,30,7,16,15,15,17,13
"human",69,162,30,10,11,14,8,12,17
"human",61,140,30,14,14,14,15,16,11
"human",71,200,30,14,11,13,12,14,7
"human",67,154,30,18,15,11,17,13,15
"human",67,176,30,14,9,15,10,19,18
"human",65,137,30,11,14,9,16,17,13
"human",61,140,30,13,10,16,18,8,15
"human",67,143,30,10,13,11,16,6,12
"human",60,130,30,11,12,14,13,11,15
"human",67,176,30,15,15,14,17,17,15
"human",74,164,30,15,14,11,13,11,13
"human",76,190,30,8,11,14,16,16,16
"human",74,182,30,11,13,11,13,13,8
"human",74,218,30,15,13,10,19,14,16
"human",74,236,30,12,17,14,13,12,6
"human",65,182,30,12,17,10,14,18,9
"human",70,194,30,13,11,8,11,10,14
"human",69,162,30,13,12,10,9,12,12
"human",68,170,30,17,12,14,13,14,12
"human",62,158,30,15,17,16,9,17,14
"human",62,146,30,13,15,10,15,12,13
"human",74,254,30,15,16,12,15,12,15
"human",63,159,30,15,15,13,14,8,14
"human",62,152,30,14,16,13,11,14,15
"human",64,150,30,11,15,18,17,13,15
"human",70,166,30,8,14,16,9,16,15
"human",69,188,30,12,14,18,13,16,11
"human",66,170,30,11,13,13,15,9,6
"human",71,170,30,14,8,18,18,16,15
"human",69,162,30,14,5,11,13,16,9
"human",71,200,30,14,12,14,14,8,15
"human",67,165,30,15,10,12,13,18,14
"human",64,126,30,11,10,15,13,17,16
"human",63,166,30,15,12,15,18,15,14
"human",59,128,30,10,10,14,12,15,14
"human",66,160,30,11,13,17,16,16,12
"human",63,145,30,15,13,12,12,15,18
"human",71,170,30,17,8,17,16,13,15
"human",63,124,30,15,15,15,9,17,11
"human",64,150,30,15,10,10,12,9,15
"human",61,145,30,13,17,13,11,16,11
"human",68,158,30,15,13,19,13,14,13
"human",66,130,30,11,17,13,19,16,12
"human",67,143,30,18,12,14,9,16,9
"human",68,182,30,9,10,11,18,12,15
"human",76,190,30,15,11,8,18,10,8
"human",65,173,30,13,12,15,12,13,14
"human",58,120,30,11,14,15,16,12,16
"human",71,200,30,17,16,14,14,13,6
"human",66,130,30,14,14,14,11,16,10
"human",71,185,30,10,10,12,15,17,15
"human",68,170,30,16,10,15,12,16,12
"human",61,120,30,9,15,13,13,13,13
"human",68,194,30,17,13,15,11,13,18
"human",67,143,30,13,14,19,16,11,15
"human",68,170,30,12,14,10,19,14,16
"human",64,166,30,14,14,14,16,12,12
"human",64,166,30,11,15,13,16,13,15
"human",67,143,30,10,16,11,10,16,13
"human",71,200,30,14,13,16,12,12,16
"human",71,200,30,16,17,15,12,10,12
"human",69,175,30,14,9,10,17,14,12
"human",64,150,30,11,10,13,17,14,13
"human",75,186,30,14,13,13,13,13,14
"human",70,138,30,15,15,12,17,15,13
"human",64,158,30,11,17,14,14,13,16
"human",68,170,30,12,16,9,15,15,18
"human",59,128,30,11,11,10,15,12,14
"human",62,140,30,13,13,19,17,12,13
"human",66,140,30,17,14,15,12,13,7
"human",66,170,30,13,14,10,18,10,7
"human",70,194,30,18,11,16,13,12,17
"human",66,150,30,12,13,13,17,13,17
"human",70,194,30,17,16,15,9,18,14
"human",67,154,30,15,15,11,8,14,10
"human",66,150,30,17,17,11,12,12,15
"human",68,170,30,16,8,13,13,10,13
"human",65,155,30,12,13,18,14,15,12
"human",66,140,30,19,18,9,11,14,12
"human",68,182,30,16,13,12,17,10,12
"human",68,170,30,16,14,10,14,19,11
"human",68,182,30,11,14,18,16,16,17
"human",65,173,30,6,13,13,15,14,15
"human",68,158,30,12,13,15,13,12,14
"human",66,150,30,12,12,14,16,16,13
"human",60,118,30,12,14,19,14,17,15
"human",66,160,30,14,17,12,15,15,13
"human",62,140,30,12,13,16,11,17,10
"human",71,230,30,15,13,10,15,16,12
"human",71,140,30,13,16,14,12,10,12
"human",67,187,30,11,11,13,14,15,15
"human",62,146,30,15,17,10,13,11,7
"human",65,137,30,8,10,12,15,18,14
"human",62,134,30,16,16,12,13,12,12
"human",65,173,30,11,16,19,8,14,13
"human",62,158,30,17,18,16,18,7,10
"human",70,208,30,18,11,16,10,8,9
"human",74,146,30,9,10,9,14,10,12
"human",71,200,30,17,6,12,10,16,15
"human",75,205,30,16,8,17,10,5,6
"human",63,138,30,13,10,10,13,13,13
"human",63,131,30,17,11,14,14,19,16
"human",66,190,30,11,12,13,15,10,13
"human",64,158,30,15,12,11,19,15,15
"human",71,200,30,16,12,15,12,12,14
"human",70,194,30,16,13,15,14,11,11
"human",67,176,30,11,15,13,8,14,17
"human",64,158,30,10,16,14,12,16,14
"human",71,200,30,15,12,13,6,17,14
"human",68,182,30,15,12,9,14,10,15
"human",69,201,30,14,16,16,17,9,7
"human",65,155,30,12,12,16,14,7,11
"human",59,125,30,17,16,11,13,15,10
"human",68,146,30,11,13,17,10,18,13
"human",67,154,30,10,16,15,15,17,13
"human",67,165,30,7,13,11,17,14,15
"human",65,173,30,13,17,7,7,10,15
"human",62,146,30,11,16,14,17,14,6
"human",72,222,30,13,11,15,10,14,17
"human",67,198,30,18,14,16,13,18,16
"human",64,158,30,12,13,14,14,16,11
"human",63,131,30,12,15,15,12,18,16
"human",72,222,30,14,11,16,13,18,14
"human",62,158,30,17,12,17,12,16,12
"human",72,174,30,18,15,16,10,13,13
"human",66,130,30,15,12,15,16,18,11
"human",71,170,30,11,16,16,11,11,17
"human",68,158,30,16,14,16,16,10,14
"human",58,122,30,10,11,13,13,14,15
"human",61,135,30,15,9,13,7,16,13
"human",71,185,30,10,13,9,15,16,12
"human",60,122,30,12,14,15,18,10,15
"human",62,146,30,14,14,15,12,12,16
"human",67,154,30,15,12,13,15,8,13
"human",73,161,30,6,15,17,17,13,9
"human",72,222,30,10,12,13,16,11,12
"human",60,126,30,18,16,14,19,9,14
"human",62,122,30,13,18,13,12,12,10
"human",70,208,30,17,14,15,16,6,11
"human",63,145,30,16,17,15,17,15,16
"human",72,222,30,13,9,8,10,13,13
"human",59,116,30,17,10,16,9,12,14
"human",68,158,30,11,12,17,16,16,7
"human",65,164,30,9,9,14,11,16,13
"human",62,134,30,14,17,16,10,14,11
"human",68,182,30,15,16,14,14,9,12
"human",68,194,30,10,13,9,7,17,11
"human",62,140,30,16,15,12,10,13,9
"human",69,149,30,12,12,8,10,14,15
"human",58,122,30,15,11,15,9,15,9
"human",72,174,30,14,10,8,12,9,11
"human",66,170,30,18,10,15,11,7,8
"human",72,238,30,17,16,13,14,12,16
"human",63,166,30,16,9,9,10,12,16
"human",68,170,30,10,13,8,10,13,11
"human",68,194,30,11,11,12,17,12,15
"human",67,165,30,16,9,9,8,14,13
"human",66,150,30,7,11,13,17,12,11
"human",67,198,30,12,16,12,12,13,11
"human",67,165,30,17,12,15,15,10,15
"human",68,206,30,17,18,15,9,13,17
"human",60,142,30,13,13,17,9,8,10
"human",69,214,30,12,17,10,16,17,11
"human",73,212,30,14,16,17,12,15,16
"human",70,138,30,11,10,9,16,13,9
"human",63,138,30,12,15,16,17,14,12
"human",67,165,30,6,9,12,16,17,15
"human",59,122,30,13,13,14,10,15,16
"human",61,135,30,8,12,14,11,14,11
"human",68,170,30,10,13,7,15,18,12
"human",69,162,30,7,11,15,17,13,17
"human",64,166,30,12,13,16,16,15,17
"human",68,170,30,10,13,12,11,16,10
"human",64,126,30,9,8,12,13,13,8
"human",76,230,30,17,7,16,12,11,13
"human",62,122,30,19,14,14,17,12,16
"human",60,126,30,17,13,8,15,10,9
"human",61,130,30,14,10,16,13,12,14
"human",69,136,30,14,14,9,12,18,10
"human",66,160,30,16,16,9,15,8,11
"human",71,215,30,17,12,11,13,10,7
"human",74,218,30,15,16,13,14,17,17
"human",67,154,30,11,12,14,18,15,11
"human",71,155,30,14,8,17,15,15,10
"human",63,145,30,14,14,11,17,17,7
"human",67,143,30,14,13,18,15,16,8
"human",71,170,30,16,12,11,12,14,16
"human",70,166,30,16,16,16,14,17,9
"human",66,160,30,13,18,10,17,13,19
"human",70,180,30,14,9,16,15,12,14
"human",70,180,30,16,13,9,10,13,17
"human",68,206,30,14,15,15,13,12,10
"human",67,143,30,14,15,16,15,13,7
"human",74,218,30,11,12,14,14,8,14
"human",67,165,30,14,15,13,16,16,14
"human",61,140,30,16,13,15,12,17,18
"human",61,125,30,13,11,11,16,9,13
"human",66,160,30,14,11,15,14,7,14
"human",59,128,30,14,13,16,15,16,12
"human",68,134,30,14,15,17,12,13,12
"human",68,182,30,13,9,13,13,15,7
"human",63,152,30,16,17,14,13,14,9
"human",73,161,30,13,13,13,16,11,15
"human",66,150,30,13,11,10,16,12,11
"human",65,146,30,14,17,15,15,11,15
"human",67,176,30,15,14,11,14,9,13
"human",71,170,30,11,13,18,14,16,12
"human",67,154,30,11,16,13,14,15,15
"human",67,154,30,14,11,13,11,16,16
"human",63,166,30,15,9,10,11,12,18
